,DESCRICAO_UE,SIGLA_UE,SIGLA_UF,ano,mulher_ver,total_ver,mulher_ele,total_ele,prop_cm,prop_me,ln_prop_cm,ln_prop_me
194161,CACIMBA DE AREIA,19690,PB,2004,7,28,1,8,25,12.5,3.2188758248682,2.52572864430826
194196,CACIMBA DE DENTRO,19712,PB,2004,12,53,2,7,22.64151,28.57143,3.11978494722397,3.35240726749272
194258,CACIMBAS,19364,PB,2004,5,25,0,7,20,0,2.99573227355399,0
194291,CAICARA,19739,PB,2004,7,23,3,8,30.43478,37.5,3.41558603339997,3.62434093297637
194320,CAJAZEIRAS,19755,PB,2004,14,53,1,8,26.41509,12.5,3.2739354377655,2.52572864430826
194377,CAJAZEIRINHAS,19380,PB,2004,0,23,0,8,0,0,0,0
194408,CALDAS BRANDAO,19771,PB,2004,9,36,1,8,25,12.5,3.2188758248682,2.52572864430826
194452,CAMALAU,19798,PB,2004,4,23,1,7,17.3913,14.28571,2.8559700811788,2.65925973693273
194483,CAMPINA GRANDE,19810,PB,2004,49,221,1,12,22.17195,8.33333,3.0988279764585,2.12026313620001
194726,CAMPO DE SANTANA,22292,PB,2004,7,32,0,8,21.875,0,3.08534443224368,0
194762,CAPIM,19062,PB,2004,9,56,1,7,16.07143,14.28571,2.77704316147805,2.65925973693273
194829,CARAUBAS,19240,PB,2004,5,21,0,8,23.80952,0,3.17008550069876,0
194858,CARRAPATEIRA,19836,PB,2004,7,19,2,8,36.84211,25,3.60664148444838,3.2188758248682
194886,CASSERENGUE,19607,PB,2004,7,27,0,8,25.92593,0,3.25524362618192,0
194922,CATINGUEIRA,19852,PB,2004,10,37,2,8,27.02703,25,3.29683747633791,3.2188758248682
194966,CATOLE DO ROCHA,19879,PB,2004,4,31,2,8,12.90323,25,2.55747766762278,3.2188758248682
195004,CATURITE,19801,PB,2004,3,29,2,8,10.34483,25,2.33648687800303,3.2188758248682
195037,CONCEICAO,19895,PB,2004,6,29,1,8,20.68966,12.5,3.02963405856298,2.52572864430826
195075,CONDADO,19917,PB,2004,5,21,2,8,23.80952,25,3.17008550069876,3.2188758248682
195106,CONDE,19933,PB,2004,19,92,0,5,20.65217,0,3.02782039863179,0
195225,CONGO,19950,PB,2004,7,25,2,8,28,25,3.3322045101752,3.2188758248682
195255,COREMAS,19976,PB,2004,12,35,0,6,34.28571,0,3.53472864928667,0
195300,COXIXOLA,19704,PB,2004,1,20,0,8,5,0,1.6094379124341,0
195324,CRUZ DO ESPIRITO SANTO,19992,PB,2004,24,89,0,6,26.96629,0,3.29458756743723,0
195428,CUBATI,20010,PB,2004,4,34,0,7,11.76471,0,2.46510437249176,0
195469,CUITE,20036,PB,2004,6,26,3,8,23.07692,37.5,3.13883298386132,3.62434093297637
195501,CUITE DE MAMANGUAPE,19089,PB,2004,12,55,1,6,21.81818,16.66667,3.08274356721028,2.81341091676002
195561,CUITEGI,20052,PB,2004,13,39,1,7,33.33333,14.28571,3.50655779731998,2.65925973693273
195609,CURRAL DE CIMA,19100,PB,2004,6,27,3,8,22.22222,37.5,3.10109268921181,3.62434093297637
195640,CURRAL VELHO,20079,PB,2004,4,18,2,8,22.22222,25,3.10109268921181,3.2188758248682
195667,DAMIAO,19275,PB,2004,8,24,1,8,33.33333,12.5,3.50655779731998,2.52572864430826
195698,DESTERRO,20095,PB,2004,4,28,0,8,14.28571,0,2.65925973693273,0
195734,DIAMANTE,20133,PB,2004,7,39,0,7,17.94872,0,2.88751880319947,0
195786,DONA INES,20150,PB,2004,6,29,3,8,20.68966,37.5,3.02963405856298,3.62434093297637
195819,DUAS ESTRADAS,20176,PB,2004,6,26,3,7,23.07692,42.85714,3.13883298386132,3.75787225893422
195856,EMAS,20192,PB,2004,6,22,2,8,27.27273,25,3.30588730185783,3.2188758248682
195883,ESPERANCA,20214,PB,2004,10,54,1,7,18.51852,14.28571,2.91877131241786,2.65925973693273
195951,FAGUNDES,20230,PB,2004,4,30,1,8,13.33333,12.5,2.5902669154458,2.52572864430826
195985,FREI MARTINHO,20257,PB,2004,4,18,2,8,22.22222,25,3.10109268921181,3.2188758248682
196008,GADO BRAVO,19623,PB,2004,5,39,1,7,12.82051,14.28571,2.55104623229252,2.65925973693273
196054,GUARABIRA,20273,PB,2004,25,98,1,8,25.5102,12.5,3.23907837218571,2.52572864430826
196158,GURINHEM,20290,PB,2004,10,34,1,8,29.41176,12.5,3.38139459436596,2.52572864430826
196198,GURJAO,20311,PB,2004,7,29,3,8,24.13793,37.5,3.18378446219979,3.62434093297637
196234,IBIARA,20338,PB,2004,7,28,2,7,25,28.57143,3.2188758248682,3.35240726749272
196275,IGARACY,19534,PB,2004,4,21,1,7,19.04762,14.28571,2.94694215938456,2.65925973693273
196301,IMACULADA,20354,PB,2004,11,38,1,7,28.94737,14.28571,3.36547935360553,2.65925973693273
196350,INGA,20370,PB,2004,13,66,0,5,19.69697,0,2.98046481680782,0
196433,ITABAIANA,20397,PB,2004,20,84,2,5,23.80952,40,3.17008550069876,3.68887945411394
196535,ITAPORANGA,20419,PB,2004,6,47,0,8,12.76596,0,2.54678225350607,0
196597,ITAPOROROCA,20435,PB,2004,10,39,4,7,25.64103,57.14286,3.24419380285248,4.04555444805267
196645,ITATUBA,20451,PB,2004,8,26,2,8,30.76923,25,3.42651516464645,3.2188758248682
196679,JACARAU,20478,PB,2004,6,41,0,8,14.63415,0,2.68335783851181,0
196729,JERICO,20494,PB,2004,6,26,2,8,23.07692,25,3.13883298386132,3.2188758248682
196763,JOAO PESSOA,20516,PB,2004,69,393,2,16,17.55725,12.5,2.86546697002043,2.52572864430826
197207,JUAREZ TAVORA,20532,PB,2004,8,37,2,7,21.62162,28.57143,3.0736937400237,3.35240726749272
197248,JUAZEIRINHO,20559,PB,2004,8,48,2,7,16.66667,28.57143,2.81341091676002,3.35240726749272
197305,JUNCO DO SERIDO,20575,PB,2004,3,26,1,8,11.53846,12.5,2.44568580330138,2.52572864430826
197339,JURIPIRANGA,20591,PB,2004,13,47,2,8,27.65957,25,3.3199717802011,3.2188758248682
197391,JURU,20613,PB,2004,10,35,1,7,28.57143,14.28571,3.35240726749272,2.65925973693273
197435,LAGOA,20630,PB,2004,9,23,2,6,39.13043,33.33333,3.66690042517293,3.50655779731998
197469,LAGOA DE DENTRO,20656,PB,2004,6,29,1,8,20.68966,12.5,3.02963405856298,2.52572864430826
197505,LAGOA SECA,20672,PB,2004,11,50,1,7,22,14.28571,3.09104245335832,2.65925973693273
197559,LASTRO,20699,PB,2004,3,22,2,8,13.63636,25,2.61273975463118,3.2188758248682
197586,LIVRAMENTO,20710,PB,2004,16,47,2,7,34.04255,28.57143,3.52761121276781,3.35240726749272
197655,LOGRADOURO,19160,PB,2004,4,21,1,7,19.04762,14.28571,2.94694215938456,2.65925973693273
197685,LUCENA,20737,PB,2004,12,59,3,6,20.33898,50,3.01253924187036,3.91202300542815
197752,MAE D AGUA,20753,PB,2004,4,19,2,8,21.05263,25,3.04702549294154,3.2188758248682
197777,MALTA,20770,PB,2004,7,24,1,8,29.16667,12.5,3.37302661898117,2.52572864430826
197805,MAMANGUAPE,20796,PB,2004,28,92,1,7,30.43478,14.28571,3.41558603339997,2.65925973693273
197913,MANAIRA,20818,PB,2004,0,20,0,8,0,0,0,0
197938,MARCACAO,19968,PB,2004,9,32,2,8,28.125,25,3.33665886052458,3.2188758248682
197976,MARI,20834,PB,2004,18,55,1,7,32.72727,14.28571,3.48820867531845,2.65925973693273
198041,MARIZOPOLIS,19461,PB,2004,10,35,3,8,28.57143,37.5,3.35240726749272,3.62434093297637
198084,MASSARANDUBA,20850,PB,2004,9,52,0,7,17.30769,0,2.85115091140954,0
198141,MATARACA,20877,PB,2004,9,31,2,8,29.03226,25,3.36840762550583,3.2188758248682
198177,MATINHAS,19143,PB,2004,8,41,1,7,19.5122,14.28571,2.97103991096359,2.65925973693273
198223,MATO GROSSO,19488,PB,2004,7,17,1,8,41.17647,12.5,3.71786697670147,2.52572864430826
198248,MATUREIA,19984,PB,2004,3,21,1,8,14.28571,12.5,2.65925973693273,2.52572864430826
198276,MOGEIRO,20893,PB,2004,8,33,1,8,24.24242,12.5,3.18810399120143,2.52572864430826
198329,MONTADAS,20915,PB,2004,4,18,1,8,22.22222,12.5,3.10109268921181,2.52572864430826
198353,MONTE HOREBE,20931,PB,2004,5,27,0,7,18.51852,0,2.91877131241786,0
198391,MONTEIRO,20958,PB,2004,13,51,1,6,25.4902,16.66667,3.23829406457144,2.81341091676002
198453,MULUNGU,20974,PB,2004,5,34,1,8,14.70588,12.5,2.68824741380602,2.52572864430826
198501,NATUBA,20990,PB,2004,8,36,2,8,22.22222,25,3.10109268921181,3.2188758248682
198544,NAZAREZINHO,21016,PB,2004,3,25,0,8,12,0,2.484906649788,0
198579,NOVA FLORESTA,21032,PB,2004,6,29,2,8,20.68966,25,3.02963405856298,3.2188758248682
198612,NOVA OLINDA,21059,PB,2004,5,23,1,7,21.73913,14.28571,3.07911386249304,2.65925973693273
198639,NOVA PALMEIRA,21075,PB,2004,9,27,2,8,33.33333,25,3.50655779731998,3.2188758248682
198672,OLHO D AGUA,21091,PB,2004,5,22,2,8,22.72727,25,3.12356552506387,3.2188758248682
198698,OLIVEDOS,21113,PB,2004,6,24,1,8,25,12.5,3.2188758248682,2.52572864430826
198728,OURO VELHO,21130,PB,2004,10,22,3,8,45.45455,37.5,3.81671292562382,3.62434093297637
198755,PARARI,19720,PB,2004,3,15,2,8,20,25,2.99573227355399,3.2188758248682
198776,PASSAGEM,21156,PB,2004,7,34,2,8,20.58824,25,3.02472003899865,3.2188758248682
198815,PATOS,21172,PB,2004,11,67,1,8,16.41791,12.5,2.79837281212277,2.52572864430826
198887,PAULISTA,21199,PB,2004,7,23,2,8,30.43478,25,3.41558603339997,3.2188758248682
198915,PEDRA BRANCA,21210,PB,2004,2,19,0,8,10.52632,0,2.35387878738152,0
198940,PEDRA LAVRADA,21237,PB,2004,6,33,0,7,18.18182,0,2.90042219374966,0
198983,PEDRAS DE FOGO,21253,PB,2004,17,70,3,8,24.28571,37.5,3.18988811152434,3.62434093297637
199063,PEDRO REGIS,19747,PB,2004,10,44,0,7,22.72727,0,3.12356552506387,0
199113,PIANCO,21270,PB,2004,12,46,1,7,26.08696,14.28571,3.26143557262032,2.65925973693273
199168,PICUI,21296,PB,2004,8,48,1,8,16.66667,12.5,2.81341091676002,2.52572864430826
199227,PILAR,21318,PB,2004,13,54,4,7,24.07407,57.14286,3.18113532765457,4.04555444805267
199292,PILOES,21334,PB,2004,9,45,1,7,20,14.28571,2.99573227355399,2.65925973693273
199346,PILOEZINHOS,21350,PB,2004,4,27,0,8,14.81481,0,2.6956273561036,0
199378,PIRPIRITUBA,21377,PB,2004,12,54,0,6,22.22222,0,3.10109268921181,0
199444,PITIMBU,21393,PB,2004,10,55,0,6,18.18182,0,2.90042219374966,0
199514,POCINHOS,21415,PB,2004,9,40,3,8,22.5,37.5,3.11351530921037,3.62434093297637
199568,POCO DANTAS,19640,PB,2004,2,20,0,8,10,0,2.30258509299405,0
199596,POCO DE JOSE DE MOURA,19526,PB,2004,2,23,0,8,8.69565,0,2.16282290061886,0
199625,POMBAL,21431,PB,2004,7,44,0,7,15.90909,0,2.76689064398228,0
199680,PRATA,21458,PB,2004,2,15,1,8,13.33333,12.5,2.5902669154458,2.52572864430826
199701,PRINCESA ISABEL,21474,PB,2004,1,21,1,8,4.7619,12.5,1.56064674826417,2.52572864430826
199727,PUXINANA,21490,PB,2004,9,41,3,8,21.95122,37.5,3.08882271884222,3.62434093297637
199779,QUEIMADAS,21512,PB,2004,21,81,4,7,25.92593,57.14286,3.25524362618192,4.04555444805267
199870,QUIXABA,21539,PB,2004,8,22,5,8,36.36364,62.5,3.59356937430961,4.13516655674236
199899,REMIGIO,21555,PB,2004,7,48,2,7,14.58333,28.57143,2.67987909556406,3.35240726749272
199952,RIACHAO,19208,PB,2004,2,14,1,8,14.28571,12.5,2.65925973693273,2.52572864430826
199970,RIACHAO DO BACAMARTE,19127,PB,2004,10,27,1,8,37.03704,12.5,3.6119184929778,2.52572864430826
200007,RIACHAO DO POCO,19003,PB,2004,9,30,1,8,30,12.5,3.40119738166216,2.52572864430826
200043,RIACHO DE SANTO ANTONIO,19828,PB,2004,7,28,1,8,25,12.5,3.2188758248682,2.52572864430826
200076,RIACHO DOS CAVALOS,21571,PB,2004,6,26,3,8,23.07692,37.5,3.13883298386132,3.62434093297637
200111,RIO TINTO,21598,PB,2004,7,34,0,8,20.58824,0,3.02472003899865,0
200151,SALGADINHO,21610,PB,2004,3,21,0,8,14.28571,0,2.65925973693273,0
200180,SALGADO DE SAO FELIX,21636,PB,2004,10,49,1,8,20.40816,12.5,3.0159348208715,2.52572864430826
200236,SANTA CECILIA DE UMBUZEIRO,20001,PB,2004,10,72,0,4,13.88889,0,2.63108923996608,0
200320,SANTA CRUZ,21652,PB,2004,3,19,1,7,15.78947,14.28571,2.7593432621564,2.65925973693273
200349,SANTA HELENA,21679,PB,2004,4,26,3,8,15.38462,37.5,2.73336830908646,3.62434093297637
200383,SANTA INES,19569,PB,2004,3,16,1,8,18.75,12.5,2.93119375241642,2.52572864430826
200407,SANTA LUZIA,21695,PB,2004,6,29,1,8,20.68966,12.5,3.02963405856298,2.52572864430826
200441,SANTA RITA,21750,PB,2004,56,188,1,6,29.78723,16.66667,3.394079778179,2.81341091676002
200651,SANTA TERESINHA,21776,PB,2004,5,23,1,8,21.73913,12.5,3.07911386249304,2.52572864430826
200682,SANTANA DE MANGUEIRA,21717,PB,2004,2,17,0,8,11.76471,0,2.46510437249176,0
200707,SANTANA DOS GARROTES,21733,PB,2004,3,23,1,8,13.04348,12.5,2.56828839206038,2.52572864430826
200734,SANTAREM,19666,PB,2004,4,15,3,9,26.66667,33.33333,3.28341447100576,3.50655779731998
200752,SANTO ANDRE,19267,PB,2004,9,38,2,7,23.68421,28.57143,3.1648085813757,3.35240726749272
200798,SAO BENTINHO,19402,PB,2004,4,21,1,8,19.04762,12.5,2.94694215938456,2.52572864430826
200824,SAO BENTO,21792,PB,2004,2,20,1,8,10,12.5,2.30258509299405,2.52572864430826
200852,SAO DOMINGOS DE POMBAL,19429,PB,2004,6,17,2,7,35.29412,28.57143,3.56371637782659,3.35240726749272
200879,SAO DOMINGOS DO CARIRI,19224,PB,2004,6,27,1,8,22.22222,12.5,3.10109268921181,2.52572864430826
200910,SAO FRANCISCO,19860,PB,2004,9,31,3,8,29.03226,37.5,3.36840762550583,3.62434093297637
200946,SAO JOAO DO CARIRI,21814,PB,2004,3,27,0,8,11.11111,0,2.40794550865187,0
200981,SAO JOAO DO RIO DO PEIXE,19135,PB,2004,11,61,0,8,18.03279,0,2.89219176734041,0
201054,SAO JOAO DO TIGRE,21830,PB,2004,3,22,1,8,13.63636,12.5,2.61273975463118,2.52572864430826
201085,SAO JOSE DA LAGOA TAPADA,21857,PB,2004,7,27,0,8,25.92593,0,3.25524362618192,0
201117,SAO JOSE DE CAIANA,21873,PB,2004,2,26,0,8,7.69231,0,2.04022112852651,0
201155,SAO JOSE DE ESPINHARAS,21890,PB,2004,4,28,1,8,14.28571,12.5,2.65925973693273,2.52572864430826
201191,SAO JOSE DE PIRANHAS,21911,PB,2004,4,33,0,8,12.12121,0,2.49495681064149,0
201235,SAO JOSE DE PRINCESA,19445,PB,2004,6,18,2,8,33.33333,25,3.50655779731998,3.2188758248682
201258,SAO JOSE DO BONFIM,21938,PB,2004,3,20,1,7,15,14.28571,2.70805020110221,2.65925973693273
201288,SAO JOSE DO BREJO CRUZ,19542,PB,2004,9,30,0,8,30,0,3.40119738166216,0
201325,SAO JOSE DO SABUGI,21954,PB,2004,2,17,1,8,11.76471,12.5,2.46510437249176,2.52572864430826
201347,SAO JOSE DOS CORDEIROS,21970,PB,2004,5,25,1,8,20,12.5,2.99573227355399,2.52572864430826
201377,SAO JOSE DOS RAMOS,19046,PB,2004,9,50,0,8,18,0,2.89037175789616,0
201435,SAO MAMEDE,21997,PB,2004,5,32,0,8,15.625,0,2.74887219562247,0
201471,SAO MIGUEL DE TAIPU,22012,PB,2004,10,43,1,7,23.25581,14.28571,3.14655499328856,2.65925973693273
201523,SAO SEB. DE LAGOA DE ROCA,22039,PB,2004,5,33,2,8,15.15152,25,2.71810085695566,3.2188758248682
201561,SAO SEBASTIAO DO UMBUZEIRO,22055,PB,2004,2,19,0,8,10.52632,0,2.35387878738152,0
201586,SAO VICENTE DO SERIDO,22098,PB,2004,3,50,0,7,6,0,1.79175946922805,0
201644,SAPE,22071,PB,2004,17,89,1,6,19.10112,16.66667,2.94974697207686,2.81341091676002
201754,SERRA BRANCA,22110,PB,2004,5,29,1,8,17.24138,12.5,2.84731230843572,2.52572864430826
201789,SERRA DA RAIZ,22136,PB,2004,6,27,0,8,22.22222,0,3.10109268921181,0
201821,SERRA GRANDE,22152,PB,2004,4,22,0,8,18.18182,0,2.90042219374966,0
201849,SERRA REDONDA,22179,PB,2004,4,31,1,7,12.90323,14.28571,2.55747766762278,2.65925973693273
201889,SERRARIA,22195,PB,2004,11,48,1,6,22.91667,16.66667,3.13186459333311,2.81341091676002
201950,SERTAOZINHO,19186,PB,2004,6,26,2,8,23.07692,25,3.13883298386132,3.2188758248682
201985,SOBRADO,19020,PB,2004,15,46,1,8,32.6087,12.5,3.48457912393453,2.52572864430826
202044,SOLANEA,22217,PB,2004,12,67,2,6,17.91045,33.33333,2.88538434138512,3.50655779731998
202123,SOLEDADE,22233,PB,2004,8,41,3,7,19.5122,42.85714,2.97103991096359,3.75787225893422
202170,SOSSEGO,19283,PB,2004,9,28,2,8,32.14286,25,3.47019034203799,3.2188758248682
202205,SOUSA,22250,PB,2004,11,80,1,7,13.75,14.28571,2.62103882411258,2.65925973693273
202294,SUME,22276,PB,2004,6,54,1,7,11.11111,14.28571,2.40794550865187,2.65925973693273
202356,TAPEROA,22314,PB,2004,8,36,1,8,22.22222,12.5,3.10109268921181,2.52572864430826
202403,TAVARES,22330,PB,2004,8,31,0,7,25.80645,0,3.25062446068278,0
202440,TEIXEIRA,22357,PB,2004,10,39,1,6,25.64103,16.66667,3.24419380285248,2.81341091676002
202486,TENORIO,19682,PB,2004,7,27,1,8,25.92593,12.5,3.25524362618192,2.52572864430826
202520,TRIUNFO,22373,PB,2004,7,30,1,8,23.33333,12.5,3.1498828105241,2.52572864430826
202558,UIRAUNA,22390,PB,2004,10,31,4,8,32.25806,50,3.47376793449698,3.91202300542815
202596,UMBUZEIRO,22411,PB,2004,10,44,1,7,22.72727,14.28571,3.12356552506387,2.65925973693273
202649,VARZEA,22438,PB,2004,7,22,3,8,31.81818,37.5,3.46003782454223,3.62434093297637
202675,VIEIROPOLIS,19887,PB,2004,5,22,1,8,22.72727,12.5,3.12356552506387,2.52572864430826
202704,VISTA SERRANA,20117,PB,2004,4,17,1,7,23.52941,14.28571,3.15825112805176,2.65925973693273
202730,ZABELE,19348,PB,2004,6,20,0,8,30,0,3.40119738166216,0
202761,ABREU E LIMA,26310,PE,2004,53,195,0,6,27.17949,0,3.30246264475005,0
202975,AFOGADOS DA INGAZEIRA,23019,PE,2004,12,52,1,7,23.07692,14.28571,3.13883298386132,2.65925973693273
203038,AFRANIO,23035,PE,2004,4,26,1,8,15.38462,12.5,2.73336830908646,2.52572864430826
203070,AGRESTINA,23051,PE,2004,12,71,1,6,16.90141,16.66667,2.82739705040144,2.81341091676002
203149,AGUA PRETA,23078,PE,2004,15,94,1,7,15.95745,14.28571,2.76992580482028,2.65925973693273
203257,AGUAS BELAS,23094,PE,2004,18,78,1,6,23.07692,16.66667,3.13883298386132,2.81341091676002
203347,ALAGOINHA,23116,PE,2004,5,29,0,8,17.24138,0,2.84731230843572,0
203381,ALIANCA,23132,PE,2004,23,76,1,7,30.26316,14.28571,3.40993113119612,2.65925973693273
203468,ALTINHO,23159,PE,2004,7,37,1,7,18.91892,14.28571,2.94016247954204,2.65925973693273
203522,AMARAJI,23175,PE,2004,14,78,1,6,17.94872,16.66667,2.88751880319947,2.81341091676002
203609,ANGELIM,23191,PE,2004,7,33,1,8,21.21212,12.5,3.05457271643407,2.52572864430826
203646,ARACOIABA,23205,PE,2004,26,116,0,4,22.41379,0,3.10967639444166,0
203786,ARARIPINA,23213,PE,2004,18,95,1,7,18.94737,14.28571,2.94166513561705,2.65925973693273
203895,ARCOVERDE,23230,PE,2004,22,99,1,6,22.22222,16.66667,3.10109268921181,2.81341091676002
204007,BARRA DE GUABIRABA,23256,PE,2004,6,37,0,7,16.21622,0,2.78601197590523,0
204053,BARREIROS,23272,PE,2004,31,112,1,6,27.67857,16.66667,3.32065846756524,2.81341091676002
204175,BELEM DE MARIA,23299,PE,2004,11,52,2,7,21.15385,28.57143,3.0518219220232,3.35240726749272
204247,BELEM DE SAO FRANCISCO,23310,PE,2004,11,51,1,7,21.56863,14.28571,3.07123994424395,2.65925973693273
204306,BELO JARDIM,23337,PE,2004,12,88,0,7,13.63636,0,2.61273975463118,0
204410,BETANIA,23353,PE,2004,4,17,2,8,23.52941,25,3.15825112805176,3.2188758248682
204430,BEZERROS,23370,PE,2004,12,92,0,6,13.04348,0,2.56828839206038,0
204531,BODOCO,23396,PE,2004,4,36,0,8,11.11111,0,2.40794550865187,0
204574,BOM CONSELHO,23418,PE,2004,22,76,3,5,28.94737,60,3.36547935360553,4.0943445622221
204660,BOM JARDIM,23434,PE,2004,12,56,1,7,21.42857,14.28571,3.06472507837427,2.65925973693273
204724,BONITO,23450,PE,2004,13,65,0,8,20,0,2.99573227355399,0
204798,BREJAO,23477,PE,2004,4,28,1,7,14.28571,14.28571,2.65925973693273,2.65925973693273
204836,BREJINHO,23493,PE,2004,3,16,3,8,18.75,37.5,2.93119375241642,3.62434093297637
204858,BREJO DA MADRE DE DEUS,23515,PE,2004,4,54,0,7,7.40741,0,2.00248085054365,0
204928,BUENOS AIRES,23531,PE,2004,16,72,0,5,22.22222,0,3.10109268921181,0
205006,BUIQUE,23558,PE,2004,8,53,0,8,15.09434,0,2.7143198391158,0
205066,CABO,23574,PE,2004,39,164,1,7,23.78049,14.28571,3.16886549660123,2.65925973693273
205276,CABROBO,23590,PE,2004,21,74,0,4,28.37838,0,3.3456275876502,0
205366,CACHOEIRINHA,23612,PE,2004,8,47,1,7,17.02128,14.28571,2.83446432595785,2.65925973693273
205420,CAETES,23639,PE,2004,4,25,2,8,16,25,2.77258872223978,3.2188758248682
205452,CALCADO,23655,PE,2004,3,33,0,6,9.09091,0,2.20727501318972,0
205498,CALUMBI,23671,PE,2004,8,36,0,7,22.22222,0,3.10109268921181,0
205550,CAMARAGIBE,26298,PE,2004,33,151,2,7,21.8543,28.57143,3.08439769851841,3.35240726749272
205714,CAMOCIM DE SAO FELIX,23698,PE,2004,12,36,2,8,33.33333,25,3.50655779731998,3.2188758248682
205754,CAMUTANGA,23710,PE,2004,9,39,2,8,23.07692,25,3.13883298386132,3.2188758248682
205800,CANHOTINHO,23736,PE,2004,18,65,1,7,27.69231,14.28571,3.32115475732195,2.65925973693273
205873,CAPOEIRAS,23752,PE,2004,5,38,2,7,13.15789,28.57143,2.57702157869574,3.35240726749272
205926,CARNAIBA,23779,PE,2004,5,27,0,8,18.51852,0,2.91877131241786,0
205959,CARNAUBEIRA DA PENHA,23167,PE,2004,4,43,0,6,9.30233,0,2.23026490641431,0
206007,CARPINA,23795,PE,2004,40,157,1,6,25.47771,16.66667,3.23780395225371,2.81341091676002
206188,CARUARU,23817,PE,2004,41,197,1,10,20.81218,10,3.03553839224708,2.30258509299405
206404,CASINHAS,23221,PE,2004,9,34,3,8,26.47059,37.5,3.27603430537481,3.62434093297637
206449,CATENDE,23833,PE,2004,26,143,0,5,18.18182,0,2.90042219374966,0
206607,CEDRO,23850,PE,2004,5,27,1,8,18.51852,12.5,2.91877131241786,2.52572864430826
206641,CHA DE ALEGRIA,23876,PE,2004,4,45,1,8,8.88889,12.5,2.18480218233765,2.52572864430826
206695,CHA GRANDE,23892,PE,2004,6,41,0,7,14.63415,0,2.68335783851181,0
206742,CONDADO,23914,PE,2004,26,94,0,5,27.65957,0,3.3199717802011,0
206856,CORRENTES,23930,PE,2004,13,54,0,6,24.07407,0,3.18113532765457,0
206923,CORTES,23957,PE,2004,6,56,1,7,10.71429,14.28571,2.37157836448092,2.65925973693273
206985,CUMARU,23973,PE,2004,4,28,1,8,14.28571,12.5,2.65925973693273,2.52572864430826
207017,CUPIRA,23990,PE,2004,6,50,1,7,12,14.28571,2.484906649788,2.65925973693273
207084,CUSTODIA,24015,PE,2004,13,56,0,7,23.21429,0,3.14476803732985,0
207146,DORMENTES,23140,PE,2004,12,38,4,7,31.57895,57.14286,3.45249075938304,4.04555444805267
207188,ESCADA,24031,PE,2004,44,152,1,6,28.94737,16.66667,3.36547935360553,2.81341091676002
207370,EXU,24058,PE,2004,6,29,1,8,20.68966,12.5,3.02963405856298,2.52572864430826
207407,FEIRA NOVA,24074,PE,2004,10,67,1,7,14.92537,14.28571,2.70306244959115,2.65925973693273
207498,FERREIROS,24090,PE,2004,4,36,0,8,11.11111,0,2.40794550865187,0
207539,FLORES,24112,PE,2004,6,43,0,8,13.95349,0,2.63572965618924,0
207589,FLORESTA,24139,PE,2004,18,61,1,7,29.5082,14.28571,3.38466819082205,2.65925973693273
207658,FREI MIGUELINHO,24155,PE,2004,5,39,1,8,12.82051,12.5,2.55104623229252,2.52572864430826
207701,GAMELEIRA,24171,PE,2004,22,102,1,5,21.56863,20,3.07123994424395,2.99573227355399
207824,GARANHUNS,24198,PE,2004,28,117,0,8,23.93162,0,3.17520059707981,0
207958,GLORIA DO GOITA,24210,PE,2004,11,47,2,7,23.40426,28.57143,3.15291805707638,3.35240726749272
208014,GOIANA,24236,PE,2004,28,109,1,7,25.68807,14.28571,3.24602668179129,2.65925973693273
208133,GRANITO,24252,PE,2004,2,19,0,8,10.52632,0,2.35387878738152,0
208156,GRAVATA,24279,PE,2004,32,136,0,8,23.52941,0,3.15825112805176,0
208306,IATI,24295,PE,2004,8,52,1,7,15.38462,14.28571,2.73336830908646,2.65925973693273
208366,IBIMIRIM,24317,PE,2004,18,72,1,6,25,16.66667,3.2188758248682,2.81341091676002
208455,IBIRAJUBA,24333,PE,2004,5,25,0,7,20,0,2.99573227355399,0
208486,IGARASSU,24350,PE,2004,53,179,0,6,29.60894,0,3.38807634275606,0
208674,IGUARACI,24376,PE,2004,4,31,0,7,12.90323,0,2.55747766762278,0
208711,INAJA,24392,PE,2004,7,26,2,8,26.92308,25,3.29298391130763,3.2188758248682
208746,INGAZEIRA,24414,PE,2004,6,19,1,8,31.57895,12.5,3.45249075938304,2.52572864430826
208774,IPOJUCA,24430,PE,2004,24,124,0,6,19.35484,0,2.96294251739766,0
208935,IPUBI,24457,PE,2004,12,36,1,8,33.33333,12.5,3.50655779731998,2.52572864430826
